add-s,12,1000,24000,37427139,1559,0
add-c,12,1000,24000,5764863,240,0
add-m,12,10000,240000,29541423,123,0
add-s,12,10000,240000,415444518,1731,0
add-c,12,10000,240000,73816276,307,0
add-m,12,100000,2400000,292898351,122,0
add-s,12,100000,2400000,3344693568,1393,0
add-c,12,100000,2400000,720524651,300,0
add-yield-m,1,1,2,127897,63948,0
add-yield-s,1,1,2,140113,70056,0
add-yield-c,1,1,2,59270,29635,0
add-yield-m,1,10,20,71011,3550,0
add-yield-s,1,10,20,90440,4522,0
add-yield-c,1,10,20,99409,4970,0
add-yield-m,1,100,200,114562,572,0
add-yield-s,1,100,200,102102,510,0
add-yield-c,1,100,200,129718,648,0
add-yield-m,1,1000,2000,666471,333,0
add-yield-s,1,1000,2000,617551,308,0
add-yield-c,1,1000,2000,601870,300,0
add-yield-m,1,10000,20000,5020537,251,0
add-yield-s,1,10000,20000,4684069,234,0
add-yield-c,1,10000,20000,4697428,234,0
add-yield-m,1,100000,200000,47216441,236,0
add-yield-s,1,100000,200000,45115427,225,0
add-yield-c,1,100000,200000,44966448,224,0
add-yield-m,2,1,4,101177,25294,0
add-yield-s,2,1,4,120836,30209,0
add-yield-c,2,1,4,64631,16157,0
add-yield-m,2,10,40,157914,3947,0
add-yield-s,2,10,40,174093,4352,0
add-yield-c,2,10,40,99425,2485,0
add-yield-m,2,100,400,271350,678,0
add-yield-s,2,100,400,413606,1034,0
add-yield-c,2,100,400,259379,648,0
add-yield-m,2,1000,4000,1917140,479,0
add-yield-s,2,1000,4000,3440095,860,0
add-yield-c,2,1000,4000,1376784,344,0
add-yield-m,2,10000,40000,17197063,429,0
add-yield-s,2,10000,40000,26369171,659,0
add-yield-c,2,10000,40000,11928945,298,0
add-yield-m,2,100000,400000,152607948,381,0
add-yield-s,2,100000,400000,234223192,585,0
add-yield-c,2,100000,400000,117144941,292,0
add-yield-m,4,1,8,195771,24471,0
add-yield-s,4,1,8,177723,22215,0
add-yield-c,4,1,8,188867,23608,0
add-yield-m,4,10,80,171151,2139,0
add-yield-s,4,10,80,101651,1270,0
add-yield-c,4,10,80,120685,1508,0
add-yield-m,4,100,800,654364,817,0
add-yield-s,4,100,800,774918,968,0
add-yield-c,4,100,800,490987,613,0
add-yield-m,4,1000,8000,6367953,795,0
add-yield-s,4,1000,8000,9086432,1135,0
add-yield-c,4,1000,8000,3425551,428,0
add-yield-m,4,10000,80000,63847666,798,0
add-yield-s,4,10000,80000,93327730,1166,0
add-yield-c,4,10000,80000,34878495,435,0
add-yield-m,4,100000,800000,585251237,731,0
add-yield-s,4,100000,800000,1041226580,1301,0
add-yield-c,4,100000,800000,335125138,418,0
add-yield-m,8,1,16,199529,12470,0
add-yield-s,8,1,16,268239,16764,0
add-yield-c,8,1,16,239232,14952,0
add-yield-m,8,10,160,338173,2113,0
add-yield-s,8,10,160,215529,1347,0
add-yield-c,8,10,160,223882,1399,0
add-yield-m,8,100,1600,1640071,1025,0
add-yield-s,8,100,1600,2845614,1778,0
add-yield-c,8,100,1600,959285,599,0
add-yield-m,8,1000,16000,15358817,959,0
add-yield-s,8,1000,16000,24591995,1536,0
add-yield-c,8,1000,16000,9752416,609,0
add-yield-m,8,10000,160000,156480469,978,0
add-yield-s,8,10000,160000,212530069,1328,0
add-yield-c,8,10000,160000,98456598,615,0
add-yield-m,8,100000,1600000,1546802239,966,0
add-yield-s,8,100000,1600000,2455512356,1534,0
add-yield-c,8,100000,1600000,1043853853,652,0
add-yield-m,12,1,24,332352,13848,0
add-yield-s,12,1,24,378350,15764,0
add-yield-c,12,1,24,309117,12879,0
add-yield-m,12,10,240,431015,1795,0
add-yield-s,12,10,240,308276,1284,0
add-yield-c,12,10,240,329683,1373,0
add-yield-m,12,100,2400,2470395,1029,0
add-yield-s,12,100,2400,4909881,2045,0
add-yield-c,12,100,2400,1592905,663,0
add-yield-m,12,1000,24000,22890940,953,0
add-yield-s,12,1000,24000,46816596,1950,0
add-yield-c,12,1000,24000,16144342,672,0
add-yield-m,12,10000,240000,222762330,928,0
add-yield-s,12,10000,240000,563980318,2349,0
add-yield-c,12,10000,240000,167037528,695,0
add-yield-m,12,100000,2400000,2182991109,909,0
add-yield-s,12,100000,2400000,4848252266,2020,0
add-yield-c,12,100000,2400000,1736074365,723,0
