list-l-s,1,8,1,24,150617,6275
list-id-s,1,8,1,24,71120,2963
list-il-s,1,8,1,24,74173,3090
list-dl-s,1,8,1,24,72780,3032
list-idl-s,1,8,1,24,140053,5835
list-i-s,1,16,1,48,119457,2488
list-d-s,1,16,1,48,123322,2569
list-l-s,1,16,1,48,128564,2678
list-id-s,1,16,1,48,127351,2653
list-il-s,1,16,1,48,152993,3187
list-dl-s,1,16,1,48,148852,3101
list-idl-s,1,16,1,48,179190,3733
list-i-s,1,32,1,96,141527,1474
list-d-s,1,32,1,96,154046,1604
list-l-s,1,32,1,96,192076,2000
list-id-s,1,32,1,96,138845,1446
list-il-s,1,32,1,96,168641,1756
list-dl-s,1,32,1,96,171807,1789
list-idl-s,1,32,1,96,200057,2083
list-i-s,2,2,1,12,121879,10156
list-d-s,2,2,1,12,98653,8221
list-l-s,2,2,1,12,130073,10839
list-id-s,2,2,1,12,141961,11830
list-il-s,2,2,1,12,164058,13671
list-dl-s,2,2,1,12,59009,4917
list-idl-s,2,2,1,12,109221,9101
list-i-s,2,4,1,24,115709,4821
list-d-s,2,4,1,24,112541,4689
list-l-s,2,4,1,24,115968,4832
list-id-s,2,4,1,24,111312,4638
list-il-s,2,4,1,24,155081,6461
list-dl-s,2,4,1,24,75616,3150
list-idl-s,2,4,1,24,116445,4851
list-i-s,2,8,1,48,113783,2370
list-d-s,2,8,1,48,117332,2444
list-l-s,2,8,1,48,154448,3217
list-id-s,2,8,1,48,138362,2882
list-il-s,2,8,1,48,102698,2139
list-dl-s,2,8,1,48,90824,1892
list-idl-s,2,8,1,48,101487,2114
list-i-s,2,16,1,96,128082,1334
list-d-s,2,16,1,96,147464,1536
list-l-s,2,16,1,96,210140,2188
list-id-s,2,16,1,96,151772,1580
list-il-s,2,16,1,96,216323,2253
list-dl-s,2,16,1,96,253831,2644
list-idl-s,2,16,1,96,242193,2522
list-i-s,2,32,1,192,191712,998
list-d-s,2,32,1,192,174324,907
list-l-s,2,32,1,192,443058,2307
list-id-s,2,32,1,192,152849,796
list-il-s,2,32,1,192,470546,2450
list-dl-s,2,32,1,192,427783,2228
